"Country EN","Region 1 EN","Region 1 Local Language","Region 1 Latitude","Region 1 Longitude","Region 2 EN","Region 2 Latitude","Region 2 Longitude","Region 3 EN","Region 3 Latitude","Region 3 Longitude","Region 4 EN","Region 4 Latitude","Region 4 Longitude","Region 5 EN","Region 5 Latitude","Region 5 Longitude","Region 6 EN","Region 6 Latitude","Region 6 Longitude"
,,,,,"Blanquette de Limoux","43,053289","2,218142",,,,,,,,,,,,
,,,,,,,,"Blanquette de Limoux Methode Ancestrale","43,04882","2,213745",,,,,,,,,
,,,,,"Cabardes","43,302695","2,362747",,,,,,,,,,,,
,,,,,"Cartagene","43,373112","3,22998",,,,,,,,,,,,
,,,,,"Clairette du Languedoc","43,436966","3,273926",,,,,,,,,,,,
,,,,,,,,"Clairette du Languedoc Adissan","43,535358","3,426704",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Aspiran","43,564845","3,44902",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Cabrieres","43,592328","3,444214",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Ceyras","43,643529","3,46756",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Fontes","43,537101","3,378983",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Le Bosc","43,708586","3,384476",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Lieuran-Cabrieres","43,584867","3,419838",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Nizas","43,513203","3,407478",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Paulhan","43,540087","3,466873",,,,,,,,,
,,,,,,,,"Clairette du Languedoc Peret","43,578152","3,397522",,,,,,,,,
,,,,,,,,"Clairette du Languedoc St-Andre-de-Sangonis","43,65595","3,503952",,,,,,,,,
,,,,,"Collioure","42,526752","3,084631",,,,,,,,,,,,
,,,,,"Corbieres","43,018706","2,837219",,,,,,,,,,,,
,,,,,,,,"Corbieres-Boutenac","43,148572","2,79395",,,,,,,,,
,,,,,"Coteaux du Languedoc","43,452919","3,22998",,,,,,,,,,,,
,,,,,,,,"Cabrieres","43,575914","3,362846",,,,,,,,,
,,,,,,,,"Gres de Montpellier","43,632162","3,930527",,,,,,,,,
,,,,,,,,"La Clape","43,1521","3,103638",,,,,,,,,
,,,,,,,,"La Mejanelle","43,632099","3,948898",,,,,,,,,
,,,,,,,,"Montpeyroux","43,687736","3,506012",,,,,,,,,
,,,,,,,,"Pezenas","43,461531","3,423193",,,,,,,,,
,,,,,,,,"Pic Saint-Loup","43,780392","3,813078",,,,,,,,,
,,,,,,,,"Picpoul de Pinet","43,406602","3,50815",,,,,,,,,
,,,,,,,,"Quatourze","43,162626","2,996679",,,,,,,,,
,,,,,,,,"Saint-Christol","43,726951","4,078988",,,,,,,,,
,,,,,,,,"Saint-Drezery","43,733889","3,981963",,,,,,,,,
,,,,,,,,"Saint-Georges d'Orques","43,611222","3,733978",,,,,,,,,
,,,,,,,,"Saint-Saturnin","43,691956","3,440781",,,,,,,,,
,,,,,,,,"Sommieres","43,78345","4,089738",,,,,,,,,
,,,,,,,,"Terrasses de Beziers","43,371116","3,180542",,,,,,,,,
,,,,,,,,"Terrasses du Larzac","43,679791","3,548584",,,,,,,,,
,,,,,,,,"Verargues","43,716449","4,100409",,,,,,,,,
,,,,,"Cotes de la Malepere","43,134063","2,17804",,,,,,,,,,,,
,,,,,"Cotes du Roussillon","42,698586","2,889404",,,,,,,,,,,,
,,,,,,,,"Cotes du Roussillon Les Aspres","42,736926","2,782288",,,,,,,,,
,,,,,"Cotes du Roussillon Villages","42,690511","2,807007",,,,,,,,,,,,
,,,,,,,,"Cotes du Roussillon Villages Caramany","42,43714","2,338028",,,,,,,,,
,,,,,,,,"Cotes du Roussillon Villages Latour de France","42,767683","2,651138",,,,,,,,,
,,,,,,,,"Cotes du Roussillon Villages Lesquerde","42,805477","2,529602",,,,,,,,,
,,,,,,,,"Cotes du Roussillon Villages Tautavel","42,820588","2,746582",,,,,,,,,
,,,,,"Cremant de Limoux","43,053289","2,218142",,,,,,,,,,,,
,,,,,"Faugeres","43,565566","3,188741",,,,,,,,,,,,
,,,,,"Fitou","42,893306","2,978041",,,,,,,,,,,,
,,,,,"Grand Roussillon","42,714732","2,817993",,,,,,,,,,,,
,,,,,"Languedoc AOC","43,389082","3,098145",,,,,,,,,,,,
,,,,,"Limoux","43,053289","2,218142",,,,,,,,,,,,
,,,,,"Maury","42,81404","2,604446",,,,,,,,,,,,
,,,,,"Minervois","43,288202","2,537842",,,,,,,,,,,,
,,,,,,,,"Minervois La Liviniere","43,319683","2,624359",,,,,,,,,
,,,,,"Muscat de Frontignan","43,442683","3,74818",,,,,,,,,,,,
,,,,,"Muscat de Lunel","43,671845","4,130859",,,,,,,,,,,,
,,,,,"Muscat de Mireval","43,515693","3,805389",,,,,,,,,,,,
,,,,,"Muscat de Rivesaltes","42,773731","2,890091",,,,,,,,,,,,
,,,,,"Muscat de Saint-Jean-de-Minervois","43,386587","2,814903",,,,,,,,,,,,
,,,,,"Rivesaltes","42,768583","2,871763",,,,,,,,,,,,
,,,,,"Saint-Chinian","43,418646","2,945129",,,,,,,,,,,,
,,,,,,,,"Saint-Chinian Berlou","43,493032","2,955666",,,,,,,,,
,,,,,,,,"Saint-Chinian Roquebrun","43,506729","3,02948",,,,,,,,,
,"Loire",,"47,338823","0,109863",,,,,,,,,,,,,,,
,,,,,"Anjou","47,472663","-0,560303",,,,,,,,,,,,
,,,,,,,,"Anjou Blanc","47,465236","-0,571289",,,,,,,,,
,,,,,,,,"Anjou Gamay","47,472663","-0,560303",,,,,,,,,
,,,,,,,,"Anjou Rouge","47,465236","-0,560303",,,,,,,,,
,,,,,,,,"Anjou Villages","47,41322","-0,626221",,,,,,,,,
,,,,,,,,,,,"Anjou Villages Brissac","47,405785","-0,615234",,,,,,
,,,,,,,,"Anjou-Coteaux de la Loire","47,398349","-0,648193",,,,,,,,,
,,,,,,,,"Bonnezeaux","47,27457","-0,477905",,,,,,,,,
,,,,,,,,"Cabernet d'Anjou","47,457809","-0,571289",,,,,,,,,
,,,,,,,,"Coteaux de l'Aubance","47,370455","-0,458679",,,,,,,,,
,,,,,,,,,,,"Coteaux de l'Aubance Selection de Grains Nobles","47,37185","-0,495071",,,,,,
,,,,,,,,"Coteaux du Layon","47,307172","-0,576782",,,,,,,,,
,,,,,,,,,,,"Coteaux du Layon Beaulieu-sur-Layon","47,31369","-0,594635",,,,,,
,,,,,,,,,,,"Coteaux du Layon Chaume","47,307172","-0,630341",,,,,,
,,,,,,,,,,,"Coteaux du Layon Faye-d'Anjou","47,289476","-0,527344",,,,,,
,,,,,,,,,,,"Coteaux du Layon Rablay-sur-Layon","47,295764","-0,573006",,,,,,
,,,,,,,,,,,"Coteaux du Layon Rochefort-sur-Loire","47,356967","-0,627594",,,,,,
,,,,,,,,,,,"Coteaux du Layon Saint-Aubin-de-Luigne","47,323465","-0,696259",,,,,,
,,,,,,,,,,,"Coteaux du Layon Saint-Lambert-du-Lattay","47,301119","-0,626907",,,,,,
,,,,,,,,,,,"Coteaux du Layon Selection de Grains Nobles","47,326723","-0,588455",,,,,,
,,,,,,,,"Quarts de Chaume","47,323116","-0,652828",,,,,,,,,
,,,,,,,,"Rose d'Anjou","47,546872","-0,549316",,,,,,,,,
,,,,,,,,"Saumur","47,256864","-0,082397",,,,,,,,,
,,,,,,,,,,,"Cabernet de Saumur","47,256864","-0,076904",,,,,,
,,,,,,,,,,,"Coteaux de Saumur","47,253136","-0,082397",,,,,,
,,,,,,,,,,,"Saumur Blanc","47,253136","-0,082397",,,,,,
,,,,,,,,,,,"Saumur Mousseux","47,253136","-0,082397",,,,,,
,,,,,,,,,,,"Saumur Puy-Notre-Dame","47,115934","-0,21286",,,,,,
,,,,,,,,,,,"Saumur Rouge","47,256864","-0,082397",,,,,,
,,,,,,,,,,,"Saumur-Champigny","47,253136","-0,076904",,,,,,
,,,,,,,,,,,"Vins de Thouarsais","47,270843","-0,506744",,,,,,
,,,,,,,,"Savennieres","47,383009","-0,65712",,,,,,,,,
,,,,,,,,,,,"Savennieres Coulee de Serrant","47,392888","-0,638924",,,,,,
,,,,,,,,,,,"Savennieres La Roche aux Moines","47,387658","-0,65094",,,,,,
,,,,,"Auvergne","45,890008","3,120117",,,,,,,,,,,,
,,,,,,,,"Cote Roannaise","46,019853","4,064941",,,,,,,,,
,,,,,,,,"Cotes d'Auvergne","45,767523","3,076172",,,,,,,,,
,,,,,,,,,,,"Cotes d'Auvergne Boudes","45,460131","3,131104",,,,,,
,,,,,,,,,,,"Cotes d'Auvergne Chanturgue","45,828799","3,032227",,,,,,
,,,,,,,,,,,"Cotes d'Auvergne Chateaugay","45,846021","3,128357",,,,,,
,,,,,,,,,,,"Cotes d'Auvergne Corent","45,685077","3,260193",,,,,,
,,,,,,,,,,,"Cotes d'Auvergne Madargues","45,92823","3,092651",,,,,,
,,,,,,,,"Cotes du Forez","45,598666","4,053955",,,,,,,,,
,,,,,,,,"Saint-Pourcain","46,297611","3,284912",,,,,,,,,
,,,,,"Cremant de Loire","47,249407","0,241699",,,,,,,,,,,,
,,,,,"Orleans","47,916342","1,911621",,,,,,,,,,,,
,,,,,,,,"Orleans-Clery","47,816843","1,820984",,,,,,,,,
,,,,,"Pays Nantais - Muscadet","47,189712","-1,560059",,,,,,,,,,,,
,,,,,,,,"Coteaux d'Ancenis","47,379754","-1,18103",,,,,,,,,
,,,,,,,,,,,"Coteaux d'Ancenis Cabernet","47,372315","-1,18103",,,,,,
,,,,,,,,,,,"Coteaux d'Ancenis Gamay","47,379754","-1,186523",,,,,,
,,,,,,,,,,,"Coteaux d'Ancenis Malvoisie","47,383474","-1,186523",,,,,,
,,,,,,,,,,,"Coteaux d'Ancenis Pineau de la Loire","47,387193","-1,186523",,,,,,
,,,,,,,,"Gros Plant du Pays Nantais","47,062638","-1,568298",,,,,,,,,
,,,,,,,,,,,"Gros Plant du Pays Nantais Sur Lie","47,060767","-1,582031",,,,,,
,,,,,,,,"Muscadet","47,06638","-1,587524",,,,,,,,,
,,,,,,,,,,,"Muscadet Coteaux de la Loire","47,307172","-1,403503",,,,,,
,,,,,,,,,,,,,,"Muscadet Coteaux de la Loire Sur Lie","47,301585","-1,408997",,,
,,,,,,,,,,,"Muscadet Cotes de Grand Lieu","47,027078","-1,647949",,,,,,
,,,,,,,,,,,,,,"Muscadet Cotes de Grand Lieu Sur Lie","47,053283","-1,634216",,,
,,,,,,,,,,,"Muscadet Sevre-et-Maine","47,135556","-1,562805",,,,,,
,,,,,,,,,,,,,,"Muscadet Sevre-et-Maine Sur Lie","47,098175","-1,494141",,,
,,,,,,,,,,,"Muscadet Sur Lie","47,098175","-1,513367",,,,,,
,,,,,"Rose de Loire","47,249407","0,175781",,,,,,,,,,,,
,,,,,"Touraine","47,390912","0,670166",,,,,,,,,,,,
,,,,,,,,"Bourgueil","47,282956","0,167542",,,,,,,,,
,,,,,,,,"Cheverny","47,481945","1,455688",,,,,,,,,
,,,,,,,,"Chinon","47,184113","0,236206",,,,,,,,,
,,,,,,,,"Cour-Cheverny","47,50978","1,433716",,,,,,,,,
,,,,,,,,"Montlouis","47,383474","0,925598",,,,,,,,,
,,,,,,,,,,,"Montlouis Moelleux","47,389982","0,856247",,,,,,
,,,,,,,,,,,"Montlouis Mousseux","47,385334","0,928345",,,,,,
,,,,,,,,,,,"Montlouis Petillant","47,379754","0,933838",,,,,,
,,,,,,,,"Saint-Nicolas de Bourgueil","47,284852","0,12535",,,,,,,,,
,,,,,,,,"Touraine Amboise","47,416937","0,97229",,,,,,,,,
,,,,,,,,"Touraine Azay-le-Rideau","47,266184","0,4422",,,,,,,,,
,,,,,,,,"Touraine Mesland","47,506997","1,123352",,,,,,,,,
,,,,,,,,"Touraine Mousseux","47,383474","0,692139",,,,,,,,,
,,,,,,,,"Touraine Noble Joue","47,349989","0,725098",,,,,,,,,
,,,,,,,,"Touraine Petillant","47,376035","0,681152",,,,,,,,,
,,,,,,,,"Valencay","47,165442","1,546326",,,,,,,,,
,,,,,,,,"Vouvray","47,403926","0,840454",,,,,,,,,
,,,,,,,,,,,"Vouvray Moelleux","47,407644","0,840454",,,,,,
,,,,,,,,,,,"Vouvray Mousseux","47,402067","0,832214",,,,,,
,,,,,,,,,,,"Vouvray Petillant","47,409503","0,840454",,,,,,
,,,,,"Upper Loire","47,901614","1,911621",,,,,,,,,,,,
,,,,,,,,"Chateaumeillant","46,568302","2,205505",,,,,,,,,
,,,,,,,,"Coteaux du Giennois","47,680183","2,625732",,,,,,,,,
,,,,,,,,"Menetou-Salon","47,206508","2,425232",,,,,,,,,
,,,,,,,,"Pouilly-Fume","47,310897","2,914124",,,,,,,,,
,,,,,,,,"Pouilly-sur-Loire","47,277366","2,850952",,,,,,,,,
,,,,,,,,"Quincy","47,094435","2,125854",,,,,,,,,
,,,,,,,,"Reuilly","47,090696","2,029724",,,,,,,,,
,,,,,,,,"Sancerre","47,3351","2,834473",,,,,,,,,
,,,,,"Vendee-Poitou","46,762443","-1,746826",,,,,,,,,,,,
,,,,,,,,"Fiefs Vendeens","46,611715","-1,826477",,,,,,,,,
,,,,,,,,,,,"Fiefs Vendeens Brem","46,596619","-1,82373",,,,,,
,,,,,,,,,,,"Fiefs Vendeens Mareuil","46,618318","-1,842957",,,,,,
,,,,,,,,,,,"Fiefs Vendeens Pissotte","46,634351","-1,845703",,,,,,
,,,,,,,,,,,"Fiefs Vendeens Vix","46,611715","-1,826477",,,,,,
,,,,,,,,"Haut-Poitou","46,623034","0,263672",,,,,,,,,
,,,,,"Vendomois","47,787326","1,065674",,,,,,,,,,,,
,,,,,,,,"Coteaux du Loir","47,683881","0,519104",,,,,,,,,
,,,,,,,,"Coteaux du Vendomois","47,787326","1,065674",,,,,,,,,
,,,,,,,,"Jasnieres","47,831596","0,873413",,,,,,,,,
,"Provence",,"43,100983","5,910645",,,,,,,,,,,,,,,
,,,,,"Bandol","43,138573","5,755463",,,,,,,,,,,,
,,,,,"Bellet","43,723227","7,24205",,,,,,,,,,,,
,,,,,"Cassis","43,215134","5,53712",,,,,,,,,,,,
,,,,,"Coteaux Varois","43,397065","6,053467",,,,,,,,,,,,
,,,,,"Coteaux d'Aix-en-Provence","43,520672","5,443726",,,,,,,,,,,,
,,,,,"Coteaux de Pierrevert","43,814711","5,743103",,,,,,,,,,,,
,,,,,"Cotes de Provence","43,386088","6,403656",,,,,,,,,,,,
,,,,,,,,"Cotes de Provence Frejus","43,421009","6,712646",,,,,,,,,
,,,,,,,,"Cotes de Provence La Londe","43,139575","6,231308",,,,,,,,,
,,,,,,,,"Cotes de Provence Sainte-Victoire","43,527642","5,648346",,,,,,,,,
,,,,,"Les Baux de Provence","43,773077","4,825745",,,,,,,,,,,,
,,,,,"Palette","43,503741","5,503807",,,,,,,,,,,,
,"Rhone",,"44,465151","4,833984",,,,,,,,,,,,,,,
,,,,,"Ardeche","44,735028","4,545593",,,,,,,,,,,,
,,,,,"Beaumes-de-Venise","44,122161","5,029084",,,,,,,,,,,,
,,,,,"Chateau Grillet","45,450053","4,751707",,,,,,,,,,,,
,,,,,"Chateauneuf-du-Pape","44,06884","4,766693",,,,,,,,,,,,
,,,,,"Clairette de Bellegarde","43,759193","4,511261",,,,,,,,,,,,
,,,,,"Condrieu","45,481318","4,768066",,,,,,,,,,,,
,,,,,"Cornas","44,972571","4,847717",,,,,,,,,,,,
,,,,,"Costieres de Nimes","43,788941","4,361572",,,,,,,,,,,,
,,,,,"Cote Rotie","45,495759","4,816132",,,,,,,,,,,,
,,,,,"Coteaux du Lyonnais","45,74261","4,737854",,,,,,,,,,,,
,,,,,"Coteaux du Tricastin","44,524906","4,77356",,,,,,,,,,,,
,,,,,"Cotes du Luberon","43,790992","5,209696",,,,,,,,,,,,
,,,,,"Cotes du Rhone","44,43378","4,833984",,,,,,,,,,,,
,,,,,"Cotes du Rhone Villages","44,250118","5,014572",,,,,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Beaumes-de-Venise","44,130971","5,034485",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Cairanne","44,236836","4,933548",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Chusclan","44,153637","4,682922",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Laudun","44,107556","4,658546",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Massif d'Uchaux","44,214202","4,803772",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Plan de Dieu","44,142798","4,916382",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Puymeras","44,269788","5,125809",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Rasteau","44,229949","4,989166",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Roaix","44,248642","5,014572",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Rochegude","44,257003","4,827118",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Rousset","44,420785","5,071564",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Sablet","44,199436","5,006332",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Saint-Gervais","44,189097","4,597092",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Saint-Maurice","44,302721","5,050964",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Saint-Pantaleon","44,403373","5,089417",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Seguret","44,208788","5,022125",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Signargues","43,915702","4,645844",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Valreas","44,394542","4,987793",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Vinsobres","44,344476","5,059204",,,,,,,,,
,,,,,,,,"Cotes du Rhone Villages Visan","44,314023","4,952087",,,,,,,,,
,,,,,"Cotes du Ventoux","44,185413","5,260762",,,,,,,,,,,,
,,,,,"Cotes du Vivarais","44,31132","4,440536",,,,,,,,,,,,
,,,,,"Crozes-Hermitage","45,09032","4,846723",,,,,,,,,,,,
,,,,,"Die","44,761362","5,370941",,,,,,,,,,,,
,,,,,,,,"Chatillon-en-Diois","44,695342","5,485029",,,,,,,,,
,,,,,,,,"Clairette de Die","44,755023","5,377808",,,,,,,,,
,,,,,,,,,,,"Clairette de Die Methode Ancestrale","44,777936","5,361328",,,,,,
,,,,,,,,"Coteaux de Die","44,766237","5,366821",,,,,,,,,
,,,,,,,,"Cremant de Die","44,766237","5,369568",,,,,,,,,
,,,,,"Gigondas","44,168495","5,009967",,,,,,,,,,,,
,,,,,"Grignan-les-Adhemar","44,408278","4,814758",,,,,,,,,,,,
,,,,,"Hermitage","45,076188","4,844971",,,,,,,,,,,,
,,,,,"Lirac","44,035275","4,693796",,,,,,,,,,,,
,,,,,"Muscat de Beaumes-de-Venise","44,130971","5,031738",,,,,,,,,,,,
,,,,,"Rasteau","44,231277","4,986897",,,,,,,,,,,,
,,,,,"Saint-Joseph","45,204296","4,787292",,,,,,,,,,,,
,,,,,"Saint-Peray","44,952165","4,842224",,,,,,,,,,,,
,,,,,"Tavel","44,01293","4,698161",,,,,,,,,,,,
,,,,,"Vacqueyras","44,138463","4,982689",,,,,,,,,,,,
,,,,,"Vinsobres","44,333249","5,061363",,,,,,,,,,,,
,"Savoie",,"45,901477","6,177063",,,,,,,,,,,,,,,
,,,,,"Bugey","45,813486","5,701904",,,,,,,,,,,,
,,,,,,,,"Bugey Cerdon","46,086091","5,465012",,,,,,,,,
,,,,,,,,"Bugey Manicle","45,830235","5,627747",,,,,,,,,
,,,,,,,,"Bugey Montagnieu","45,793861","5,471878",,,,,,,,,
,,,,,,,,"Roussette du Bugey","45,806786","5,559769",,,,,,,,,
,,,,,,,,,,,"Roussette du Bugey Montagnieu","45,796494","5,469475",,,,,,
,,,,,,,,,,,"Roussette du Bugey Virieu-le-Grand","45,852","5,651779",,,,,,
,,,,,"Eau-de-Vie de Marc de Savoie","45,704261","5,910645",,,,,,,,,,,,
,,,,,"Eau-de-Vie de Vin de Savoie","45,704261","5,912018",,,,,,,,,,,,
,,,,,"Roussette de Savoie","45,706179","5,905151",,,,,,,,,,,,
,,,,,,,,"Roussette de Savoie Frangy","46,025575","5,929871",,,,,,,,,
,,,,,,,,"Roussette de Savoie Marestel","45,757463","5,796661",,,,,,,,,
,,,,,,,,"Roussette de Savoie Monterminod","45,573678","5,96489",,,,,,,,,
,,,,,,,,"Roussette de Savoie Monthoux","45,709056","5,810394",,,,,,,,,
,,,,,"Seyssel","45,966425","5,848846",,,,,,,,,,,,
,,,,,"Vin de Savoie","45,698507","5,910645",,,,,,,,,,,,
,,,,,,,,"Savoie Abymes","45,505866","5,994072",,,,,,,,,
,,,,,,,,"Savoie Apremont","45,514527","5,965576",,,,,,,,,
,,,,,,,,"Savoie Arbin","45,514287","6,073723",,,,,,,,,
,,,,,,,,"Savoie Ayze [Ayse]","46,088948","6,449661",,,,,,,,,
,,,,,,,,"Savoie Chautagne","45,911511","5,85022",,,,,,,,,
,,,,,,,,"Savoie Chignin","45,523454","6,011587",,,,,,,,,
,,,,,,,,"Savoie Chignin-Bergeron","45,522706","6,030807",,,,,,,,,
,,,,,,,,"Savoie Crepy","46,30615","6,326752",,,,,,,,,
,,,,,,,,"Savoie Cruet","","",,,,,,,,,
,,,,,,,,"Savoie Jongieux","45,740933","5,798721",,,,,,,,,
,,,,,,,,"Savoie Marignan","46,336973","6,372757",,,,,,,,,
,,,,,,,,"Savoie Marin","46,381044","6,528625",,,,,,,,,
,,,,,,,,"Savoie Montmelian","45,507309","6,05072",,,,,,,,,
,,,,,,,,"Savoie Ripaille","46,381044","6,488113",,,,,,,,,
,,,,,,,,"Savoie Saint-Jean-de-la-Porte","45,562141","6,127625",,,,,,,,,
,,,,,,,,"Savoie Saint-Jeoire-Prieure","45,532808","6,020508",,,,,,,,,
,"Sud Ouest [South West]",,"43,861391","0,100422",,,,,,,,,,,,,,,
,,,,,"Bearn","43,2932","-0,368042",,,,,,,,,,,,
,,,,,,,,"Bearn-Bellocq","43,517186","-0,905685",,,,,,,,,
,,,,,"Bergerac","44,855869","0,483398",,,,,,,,,,,,
,,,,,,,,"Bergerac Sec","44,855869","0,483398",,,,,,,,,
,,,,,,,,"Cotes de Bergerac","44,855869","0,483398",,,,,,,,,
,,,,,"Buzet","44,261921","0,299377",,,,,,,,,,,,
,,,,,"Cahors","44,551335","1,439209",,,,,,,,,,,,
,,,,,"Coteaux du Quercy","44,262904","1,571045",,,,,,,,,,,,
,,,,,"Cotes de Duras","44,695993","0,175781",,,,,,,,,,,,
,,,,,"Cotes de Saint-Mont","43,679791","-0,087891",,,,,,,,,,,,
,,,,,"Cotes du Brulhois","44,099421","0,730591",,,,,,,,,,,,
,,,,,"Cotes du Marmandais","44,559163","0,164795",,,,,,,,,,,,
,,,,,"Fronton","43,886016","1,384277",,,,,,,,,,,,
,,,,,"Gaillac","43,949327","1,895142",,,,,,,,,,,,
,,,,,,,,"Gaillac Premieres Cotes","43,953282","1,895142",,,,,,,,,
,,,,,"Irouleguy","43,178766","-1,300397",,,,,,,,,,,,
,,,,,"Jurancon","43,283204","-0,461426",,,,,,,,,,,,
,,,,,,,,"Jurancon Vendanges Tardives","43,287203","-0,458679",,,,,,,,,
,,,,,"Lavilledieu","44,056012","1,109619",,,,,,,,,,,,
,,,,,"Madiran","43,550041","-0,058022",,,,,,,,,,,,
,,,,,"Marcillac","44,487689","2,455444",,,,,,,,,,,,
,,,,,"Millau","44,142798","3,070679",,,,,,,,,,,,
,,,,,"Monbazillac","44,807173","0,491638",,,,,,,,,,,,
,,,,,,,,"Monbazillac Selection de Grains Nobles","44,807173","0,491638",,,,,,,,,
,,,,,"Montravel","44,851975","0,071411",,,,,,,,,,,,
,,,,,,,,"Cotes de Montravel","44,887012","-0,019226",,,,,,,,,
,,,,,,,,"Haut-Montravel","44,88312","0,011673",,,,,,,,,
,,,,,"Pacherenc du Vic-Bilh","43,552281","-0,057678",,,,,,,,,,,,
,,,,,"Pecharmant","44,868401","0,520306",,,,,,,,,,,,
,,,,,"Rosette","44,896741","0,428467",,,,,,,,,,,,
,,,,,"Saint-Sardos","43,900861","1,13348",,,,,,,,,,,,
,,,,,"Saussignac","44,800596","0,326672",,,,,,,,,,,,
,,,,,"Tursan","43,616194","-0,395508",,,,,,,,,,,,
,,,,,"Vins d'Entraygues et du Fel","44,656932","2,555695",,,,,,,,,,,,
,,,,,"Vins d'Estaing","44,553781","2,669678",,,,,,,,,,,,
,"Vin de Pays - IGP",,"46,800059","2,109375",,,,,,,,,,,,,,,
,,,,,"Vin de Pays Central France","46,027482","3,416748",,,,,,,,,,,,
,,,,,,,,"Vin de Pays de Correze","45,282617","1,763306",,,,,,,,,
,,,,,,,,"Vin de Pays de la Creuse","46,233053","1,867676",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute-Vienne","45,859412","1,263428",,,,,,,,,
,,,,,,,,"Vin de Pays du Puy-de-Dome","45,790509","3,087158",,,,,,,,,
,,,,,"Vin de Pays North-Eastern France","48,239309","5,141602",,,,,,,,,,,,
,,,,,,,,"Vin de Pays de Franche-Comte","47,398349","5,976563",,,,,,,,,
,,,,,,,,,,,"Vin de Pays de Franche-Comte Coteaux de Champlitte","46,950262","5,614014",,,,,,
,,,,,,,,"Vin de Pays de Sainte Marie La Blanche","47,405785","5,031738",,,,,,,,,
,,,,,,,,"Vin de Pays de Seine-et-Marne","48,545705","2,653198",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Yonne","47,816843","3,565063",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute-Marne","48,136767","5,141602",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute-Saone","47,687579","6,152344",,,,,,,,,
,,,,,,,,"Vin de Pays de la Meuse","49,217597","5,394287",,,,,,,,,
,,,,,,,,"Vin de Pays de la Saone-et-Loire","46,346928","4,828491",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Coiffy","47,910129","5,686798",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de l'Auxois","47,654288","4,334106",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Meuse","48,922499","6,130371",,,,,,,,,
,,,,,,,,"Vin de Pays du Doubs","47,249407","6,020508",,,,,,,,,
,,,,,"Vin de Pays Portes de Mediterranee - Provence","43,596306","6,240234",,,,,,,,,,,,
,,,,,,,,"Vin de Pays d'Aigues","43,731414","5,465698",,,,,,,,,
,,,,,,,,"Vin de Pays d'Argens","43,172134","5,935364",,,,,,,,,
,,,,,,,,"Vin de Pays de Mont-Caume","43,164622","5,754089",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Ile de Beaute","42,147114","9,052734",,,,,,,,,
,,,,,,,,"Vin de Pays de la Petite Crau","43,604262","4,759827",,,,,,,,,
,,,,,,,,"Vin de Pays de la Principaute d'Orange","44,215678","4,864197",,,,,,,,,
,,,,,,,,"Vin de Pays de la Sainte Baume","43,468868","6,009521",,,,,,,,,
,,,,,,,,"Vin de Pays des Alpes de Haute-Provence","44,119142","6,218262",,,,,,,,,
,,,,,,,,"Vin de Pays des Alpes-Maritimes","43,731414","7,250977",,,,,,,,,
,,,,,,,,"Vin de Pays des Alpilles","43,771094","4,828491",,,,,,,,,
,,,,,,,,"Vin de Pays des Bouches-du-Rhone","43,373112","5,339355",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Verdon","43,822638","6,201782",,,,,,,,,
,,,,,,,,"Vin de Pays des Hautes-Alpes","44,606113","6,069946",,,,,,,,,
,,,,,,,,"Vin de Pays des Maures","43,273206","6,369324",,,,,,,,,
,,,,,,,,"Vin de Pays du Var","43,165123","5,910645",,,,,,,,,
